run,init,order,converged,stable_count,final_r_strat,elapsed,excel_file,Q_ch,lam_ch,Q_eu,lam_eu,Q_us,lam_us,Q_apac,lam_apac,Q_roa,lam_roa,Q_row,lam_row
run_001_high_all_default,high_all,default,True,3,0.003054546233633093,246.36438500019722,run_001_high_all_default.xlsx,363.3899890780987,163.2777456819,1.0475449188155508,266.9841665280707,1.0953058291236426,263.2461258251329,109.99875278736657,248.9919666721774,0.0,291.82965909674834,13.953686337345145,268.02554278708936
run_002_high_all_ch_first,high_all,ch_first,True,3,0.003054546233633093,243.93583650002256,run_002_high_all_ch_first.xlsx,363.3899890780987,163.2777456819,1.0475449188155508,266.9841665280707,1.0953058291236426,263.2461258251329,109.99875278736657,248.9919666721774,0.0,291.82965909674834,13.953686337345145,268.02554278708936
run_003_high_all_ch_last,high_all,ch_last,True,3,0.003054546233633093,246.9490352999419,run_003_high_all_ch_last.xlsx,363.3899890780987,163.2777456819,1.0475449188155508,266.9841665280707,1.0953058291236426,263.2461258251329,109.99875278736657,248.9919666721774,0.0,291.82965909674834,13.953686337345145,268.02554278708936
run_004_high_all_reverse,high_all,reverse,True,3,0.003054546233633093,251.35789910005406,run_004_high_all_reverse.xlsx,363.3899890780987,163.2777456819,1.0475449188155508,266.9841665280707,1.0953058291236426,263.2461258251329,109.99875278736657,248.9919666721774,0.0,291.82965909674834,13.953686337345145,268.02554278708936
run_005_low_non_ch_default,low_non_ch,default,True,3,0.0031891489516522853,451.7657727000769,run_005_low_non_ch_default.xlsx,363.3666697357329,163.27774570510218,1.047391014875743,266.9933557198827,1.0952533488443645,263.22993067824564,109.99999518797767,248.95252210889544,0.0,291.7734993385417,13.95236355039882,267.9817535838784
run_006_low_non_ch_ch_first,low_non_ch,ch_first,True,3,0.0031891489516522853,446.2967153999489,run_006_low_non_ch_ch_first.xlsx,363.3666697357329,163.27774570510218,1.047391014875743,266.9933557198827,1.0952533488443645,263.22993067824564,109.99999518797767,248.95252210889544,0.0,291.7734993385417,13.95236355039882,267.9817535838784
run_007_low_non_ch_ch_last,low_non_ch,ch_last,True,3,0.0031891489516522853,448.72122490010224,run_007_low_non_ch_ch_last.xlsx,363.3666697357329,163.27774570510218,1.047391014875743,266.9933557198827,1.0952533488443645,263.22993067824564,109.99999518797767,248.95252210889544,0.0,291.7734993385417,13.95236355039882,267.9817535838784
run_008_low_non_ch_reverse,low_non_ch,reverse,True,3,0.0031891489516522853,452.50576329999603,run_008_low_non_ch_reverse.xlsx,363.3666697357329,163.27774570510218,1.047391014875743,266.9933557198827,1.0952533488443645,263.22993067824564,109.99999518797767,248.95252210889544,0.0,291.7734993385417,13.95236355039882,267.9817535838784
run_009_low_eu_us_row_default,low_eu_us_row,default,True,3,0.0031891489516522853,453.21653990005143,run_009_low_eu_us_row_default.xlsx,363.3666697357329,163.27774570510218,1.047391014875743,266.9933557198827,1.0952533488443645,263.22993067824564,109.99999518797767,248.95252210889544,0.0,291.7734993385417,13.95236355039882,267.9817535838784
run_010_low_eu_us_row_ch_first,low_eu_us_row,ch_first,True,3,0.0031891489516522853,452.22564879991114,run_010_low_eu_us_row_ch_first.xlsx,363.3666697357329,163.27774570510218,1.047391014875743,266.9933557198827,1.0952533488443645,263.22993067824564,109.99999518797767,248.95252210889544,0.0,291.7734993385417,13.95236355039882,267.9817535838784
run_011_low_eu_us_row_ch_last,low_eu_us_row,ch_last,True,3,0.0031891489516522853,452.26932880003005,run_011_low_eu_us_row_ch_last.xlsx,363.3666697357329,163.27774570510218,1.047391014875743,266.9933557198827,1.0952533488443645,263.22993067824564,109.99999518797767,248.95252210889544,0.0,291.7734993385417,13.95236355039882,267.9817535838784
run_012_low_eu_us_row_reverse,low_eu_us_row,reverse,True,3,0.0031891489516522853,453.61216749995947,run_012_low_eu_us_row_reverse.xlsx,363.3666697357329,163.27774570510218,1.047391014875743,266.9933557198827,1.0952533488443645,263.22993067824564,109.99999518797767,248.95252210889544,0.0,291.7734993385417,13.95236355039882,267.9817535838784
run_013_mid_all_default,mid_all,default,True,3,0.0016108467233116465,253.23488159989938,run_013_mid_all_default.xlsx,363.383493096698,163.2777453586055,1.0476782623014487,266.99342019604194,1.095304951420699,263.2445866207932,109.9985579746768,249.0013959043656,0.0,291.81991315212645,13.953164359434407,268.02746913835733
run_014_mid_all_ch_first,mid_all,ch_first,True,3,0.0016108467233116465,252.57685970002785,run_014_mid_all_ch_first.xlsx,363.383493096698,163.2777453586055,1.0476782623014487,266.99342019604194,1.095304951420699,263.2445866207932,109.9985579746768,249.0013959043656,0.0,291.81991315212645,13.953164359434407,268.02746913835733
run_015_mid_all_ch_last,mid_all,ch_last,True,3,0.0016108467233116465,252.614794800058,run_015_mid_all_ch_last.xlsx,363.383493096698,163.2777453586055,1.0476782623014487,266.99342019604194,1.095304951420699,263.2445866207932,109.9985579746768,249.0013959043656,0.0,291.81991315212645,13.953164359434407,268.02746913835733
run_016_mid_all_reverse,mid_all,reverse,True,3,0.0016108467233116465,251.91911079990678,run_016_mid_all_reverse.xlsx,363.383493096698,163.2777453586055,1.0476782623014487,266.99342019604194,1.095304951420699,263.2445866207932,109.9985579746768,249.0013959043656,0.0,291.81991315212645,13.953164359434407,268.02746913835733
run_017_low_all_default,low_all,default,True,3,0.006918939650443313,352.6554610999301,run_017_low_all_default.xlsx,317.44015139930025,182.96501196801495,1.0477153096555887,297.286564388768,1.0951541756624756,284.0300518977639,108.17250903557468,260.1996258090725,0.0,312.5948861284315,13.952381563057,297.00428056275626
run_018_low_all_ch_first,low_all,ch_first,True,3,0.006918939650443313,353.2272293998394,run_018_low_all_ch_first.xlsx,317.44015139930025,182.96501196801495,1.0477153096555887,297.286564388768,1.0951541756624756,284.0300518977639,108.17250903557468,260.1996258090725,0.0,312.5948861284315,13.952381563057,297.00428056275626
run_019_low_all_ch_last,low_all,ch_last,True,3,0.006918939650443313,352.65543899987824,run_019_low_all_ch_last.xlsx,317.44015139930025,182.96501196801495,1.0477153096555887,297.286564388768,1.0951541756624756,284.0300518977639,108.17250903557468,260.1996258090725,0.0,312.5948861284315,13.952381563057,297.00428056275626
run_020_low_all_reverse,low_all,reverse,True,3,0.006918939650443313,353.7918328999076,run_020_low_all_reverse.xlsx,317.44015139930025,182.96501196801495,1.0477153096555887,297.286564388768,1.0951541756624756,284.0300518977639,108.17250903557468,260.1996258090725,0.0,312.5948861284315,13.952381563057,297.00428056275626
